xcoords ycoords
0.9949874371066203 -0.09999999999999926
0.9978531687539032 -0.09017272727272645
1.0004195721448972 -0.08029090909090822
1.0026858698147547 -0.0703606060606052
1.004651376686812 -0.06038787878787778
1.0063154997247263 -0.050378787878786975
1.0076777376324786 -0.04033939393939303
1.008737680601594 -0.030275757575756596
1.0094950101050513 -0.020193939393938345
1.009949498737437 -0.010099999999999072
1.0101010101010102 9.590007673308008e-16
1.009949498737437 0.010100000000000988
1.009495010105051 0.02019393939394026
1.0087376806015937 0.030275757575758514
1.0076777376324786 0.04033939393939495
1.0063154997247263 0.05037878787878889
1.0046513766868115 0.060387878787879684
1.0026858698147543 0.07036060606060705
1.0004195721448965 0.08029090909091006
0.9978531687539025 0.0901727272727283
0.9797958971132719 -0.19999999999999923
0.9857725881841285 -0.1907718749999993
0.9914539708526288 -0.1814249999999992
0.9968382593102104 -0.17196562499999932
1.0019237695553496 -0.16239999999999927
1.0067089184784521 -0.15273437499999923
1.0111922230095527 -0.14297499999999924
1.0153722993268208 -0.1331281249999991
1.0192478621240493 -0.1231999999999992
1.0228177239354455 -0.11319687499999923
1.0260807945162023 -0.10312499999999923
1.0290360802774625 -0.09299062499999916
1.031682683774425 -0.0827999999999991
1.0340198032464658 -0.0725593749999991
1.036046732208275 -0.06227499999999897
1.037762859091124 -0.051953124999999066
1.0391676669334935 -0.04159999999999906
1.0402607331203937 -0.03122187499999899
1.041041729170834 -0.020824999999998917
1.0415104205729817 -0.010415624999999042
1.0416666666666667 9.889695413098884e-16
1.0415104205729817 0.01041562500000102
1.041041729170834 0.020825000000000895
1.0402607331203937 0.031221875000000968
1.0391676669334935 0.04160000000000104
1.037762859091124 0.051953125000001044
1.0360467322082745 0.06227500000000093
1.0340198032464654 0.07255937500000102
1.0316826837744246 0.08280000000000101
1.0290360802774619 0.09299062500000106
1.0260807945162016 0.10312500000000112
1.0228177239354448 0.1131968750000011
1.0192478621240488 0.1232000000000011
1.0153722993268202 0.13312812500000096
1.0111922230095518 0.14297500000000107
1.0067089184784512 0.15273437500000103
1.0019237695553485 0.16240000000000104
0.9968382593102094 0.1719656250000011
0.9914539708526278 0.18142500000000117
0.9857725881841274 0.19077187500000103
0.9539392014169463 -0.2999999999999995
0.9632315434276834 -0.2918802197802193
0.9722373626373633 -0.2835692307692302
0.9809536315157389 -0.2750736263736258
0.9893774438456406 -0.2663999999999993
0.9975060129311691 -0.2575549450549444
1.005336669905911 -0.24854505494505433
1.0128668621364816 -0.23937692307692238
1.02009415171706 -0.23005714285714218
1.0270162140508983 -0.22059230769230703
1.0336308365151 -0.21098901098901018
1.0399359172052345 -0.20125384615384545
1.0459294637566192 -0.19139340659340573
1.051609592239343 -0.181414285714285
1.0569745261243246 -0.17132307692307616
1.0620225953179276 -0.1611263736263728
1.066752235262825 -0.15083076923076846
1.0711619861030197 -0.14044285714285618
1.075250491911085 -0.12996923076922992
1.0790164999758545 -0.11941648351648271
1.0824588601489606 -0.10879120879120799
1.0855765242487518 -0.09809999999999912
1.0883685455202727 -0.08734945054944959
1.0908340781501178 -0.07654615384615289
1.092972376835103 -0.0656967032967022
1.0947827964038235 -0.05480769230769133
1.0962647914902792 -0.043885714285713306
1.097417916258877 -0.03293736263736157
1.0982418241802205 -0.02196923076922963
1.0987362678572117 -0.010987912087911078
1.098901098901099 1.043308527096146e-15
1.0987362678572117 0.010987912087913164
1.0982418241802203 0.021969230769231712
1.0974179162588769 0.03293736263736366
1.0962647914902788 0.04388571428571539
1.0947827964038235 0.05480769230769341
1.0929723768351027 0.06569670329670427
1.0908340781501173 0.07654615384615493
1.0883685455202723 0.08734945054945162
1.0855765242487512 0.09810000000000113
1.08245886014896 0.10879120879120999
1.0790164999758538 0.11941648351648469
1.0752504919110846 0.12996923076923195
1.071161986103019 0.14044285714285815
1.0667522352628238 0.15083076923077038
1.0620225953179265 0.16112637362637475
1.0569745261243237 0.17132307692307805
1.0516095922393418 0.18141428571428683
1.0459294637566183 0.1913934065934078
1.0399359172052334 0.20125384615384728
1.0336308365150988 0.21098901098901196
1.027016214050897 0.22059230769230878
1.0200941517170588 0.2300571428571439
1.0128668621364803 0.2393769230769241
1.0053366699059094 0.24854505494505602
0.9975060129311677 0.257554945054946
0.9893774438456392 0.26640000000000114
0.9809536315157373 0.27507362637362737
0.9722373626373616 0.2835692307692317
0.9632315434276818 0.2918802197802208
0.9165151389911688 -0.3999999999999995
0.9294749010105444 -0.3936678571428567
0.9421648068492622 -0.3870571428571423
0.9545801272680055 -0.38017499999999954
0.9667162912901627 -0.3730285714285709
0.9785688827847497 -0.3656249999999995
0.9901336372388518 -0.357971428571428
1.0014064387081365 -0.3500749999999994
1.012383316934927 -0.34194285714285655
1.0230604446241645 -0.3335821428571422
1.0334341348683584 -0.32499999999999946
1.0435008387133233 -0.3162035714285708
1.0532571428571436 -0.30719999999999936
1.0626997674753837 -0.297996428571428
1.0718255641661107 -0.28859999999999925
1.0806315140087666 -0.27901785714285643
1.0891147257314036 -0.2692571428571422
1.0972724339811883 -0.25932499999999925
1.1051019976934815 -0.24922857142857066
1.1126008985551397 -0.23897499999999927
1.1197667395580249 -0.22857142857142768
1.126597243639004 -0.21802499999999922
1.1330902524030042 -0.2073428571428562
1.1392437249259546 -0.19653214285714204
1.1450557366346852 -0.18559999999999915
1.1505244782610882 -0.17455357142857053
1.1556482548680602 -0.16339999999999916
1.160425484944938 -0.15214642857142754
1.1648546995703422 -0.1407999999999991
1.168934541640509 -0.12936785714285626
1.1726637651613738 -0.11785714285714197
1.1760412346028144 -0.10627499999999904
1.1790659243136288 -0.0946285714285704
1.181736917995961 -0.08292499999999897
1.1840534082380283 -0.07117142857142739
1.1860146961041418 -0.05937499999999893
1.1876201907811355 -0.047542857142856075
1.1888694092804502 -0.035682142857141705
1.189761976195239 -0.023799999999998767
1.1902976235119793 -0.011903571428570335
1.1904761904761905 1.130250904354158e-15
1.1902976235119793 0.011903571428572594
1.1897619761952387 0.02380000000000102
1.1888694092804497 0.03568214285714396
1.1876201907811355 0.04754285714285833
1.1860146961041418 0.05937500000000119
1.1840534082380278 0.07117142857142963
1.1817369179959605 0.08292500000000118
1.179065924313628 0.09462857142857257
1.1760412346028137 0.10627500000000123
1.1726637651613732 0.11785714285714413
1.1689345416405084 0.12936785714285842
1.1648546995703415 0.14080000000000123
1.1604254849449374 0.15214642857142965
1.155648254868059 0.16340000000000124
1.150524478261087 0.17455357142857264
1.145055736634684 0.1856000000000012
1.1392437249259535 0.1965321428571441
