xi=0.01 xi=0.1 xi=1.0 xi=10.0 xi=100.0
1.226843331968612 1.2268433183187095 1.2268419534070854 1.2267062420066013 1.2175525143768136
1.2400793648718564 1.240079344328516 1.2400772901639938 1.2398735487251056 1.2275865536831425
1.25391849498712 1.253918464229277 1.2539153888069257 1.2536114050375122 1.2375059949703866
1.2683916788876664 1.2683916330589402 1.2683870509522424 1.2679363174671396 1.2472989944107724
1.283532280150223 1.2835322121729966 1.2835254160575642 1.2828613424535877 1.256970155446139
1.2993762983620625 1.2993761979529337 1.2993661603864324 1.2983943239552842 1.2665365118820848
1.3159626251690593 1.3159624774277598 1.3159477102151458 1.3145357719915394 1.2760233787247153
1.3333333311453333 1.333333114534758 1.3333114676804356 1.3312765415745917 1.2854608963466836
1.3515339878824448 1.351533671339685 1.3515020460460252 1.3485956720662646 1.294881539861882
1.3706140304291459 1.3706135692362662 1.3705675087494489 1.3664589923085746 1.30431852944471
1.3906271660859904 1.3906264959701136 1.3905596030518668 1.3848192882527461 1.3138049440759478
1.4116318366031417 1.4116308653070175 1.411533974021582 1.403618790744816 1.3233733288057499
1.4336917420823805 1.4336903373181957 1.4335503373912415 1.4227942970033267 1.3330556237445006
1.456876436392924 1.456874408618695 1.4566725799035087 1.4422843980620699 1.342883291544367
1.4812620057346786 1.4812590835082082 1.48096874247196 1.4620373837647545 1.3528875622723304
1.506931844196867 1.5069276388699802 1.5065108244669114 1.4820179798388817 1.3630997460020702
1.5339775428595757 1.5339714979318264 1.5333743271392253 1.502211465774159 1.373551585088267
1.5624999122916243 1.5624912306351422 1.5616374329565657 1.522624715128364 1.3842756323302468
1.5926101623652176 1.5925977014435322 1.5913797015325721 1.5432847036176518 1.3953056504166907
1.624431268335581 1.6244133889937564 1.6226801645131825 1.564235568151219 1.406677034001786
1.658099558380695 1.6580739060662044 1.655614743666508 1.5855352962472935 1.418427259790768
1.6937665655991123 1.6937297529001851 1.6902530321298952 1.607252802525548 1.4305963730021858
1.7316011972643832 1.7315483417808073 1.7266547070230107 1.6294657701653583 1.4432275211267098
1.7717922865159208 1.7717163357991748 1.7648662029375717 1.6522593514820232 1.4563675484485783
1.8145516074032977 1.8144423491831587 1.8049187240151037 1.6757256665579088 1.4700676676650042
1.8601174543314467 1.8599600596080463 1.8468290344878855 1.6999639840290584 1.4843842284267132
1.9087589128775442 1.9085317826974029 1.890604434709993 1.7250814724617909 1.4993796070345897
1.9607809825682216 1.9604525526692087 1.9362525997419286 1.7511944423717938 1.5151232472161156
2.0165307561239447 2.0160547362885364 1.9837955479123819 1.7784300394331385 1.5316928893350048
2.07640491749531 2.0757131732816725 2.03328549598692 1.8069283907564775 1.5491760351571409
2.1408588977480387 2.1398507760446095 2.0848196577717584 1.8368452465244427 1.5676717082531701
2.2104181305459805 2.20894442438511 2.1385516930723942 1.868355200344099 1.5872925874322672
2.285691987622638 2.2835308501433826 2.194699162716517 1.9016556168079244 1.608167613947952
2.3673911635022034 2.364212031730681 2.25354804312703 1.9369714486312515 1.6304452050030045
2.4563495384193623 2.4516594676196517 2.315456340980912 1.974561194537512 1.6542972498294202
2.5535519088034357 2.546616734658583 2.380859009557116 2.0147243412230407 1.6799241255528359
2.660169479570808 2.6499003148229208 2.4502760653989584 2.0578107603161078 1.7075610560178192
2.777605726037676 2.762400379311392 2.5243254746083204 2.1042327122203197 1.7374862597845788
2.9075562499378966 2.8850866831661532 2.6037423033428984 2.154480370735277 1.7700315123147652
3.0520877119425913 3.019029893763007 2.689405928679516 2.2091421690209248 1.8055960116977665
3.2137430214559837 3.165453604263181 2.782377847391404 2.268931849433394 1.8446648353678763
3.3956829819013756 3.325832894617891 2.883953909714475 2.3347249942439796 1.8878338872931795
3.6018788927167718 3.5020487445177655 2.9957368838570115 2.407609220959477 1.9358441977090786
3.8373766255829223 3.696598258067073 3.119738605184238 2.488954495336563 1.9896299903943035
4.108660815295773 3.9128606068242435 3.258526492240568 2.5805137820986506 2.0503875101687754
4.42415831016092 4.1554376948941325 3.4154386534105723 2.6845707108649033 2.1196760220454496
4.794933900161532 4.430626761791522 3.5949085670101626 2.8041624185551663 2.1995702514278084
5.235656635079017 4.747138371018836 3.8029713838692754 2.943427033595753 2.292898111968576
5.765994782500913 5.117263928830705 4.04808442857725 3.1081667837613227 2.4036259741026296
6.412889162613574 5.558875389664632 4.34251949290483 3.3068034593558537 2.5375123960276578
7.21503026058403 6.0990379697472825 4.704861451818779 3.5520928922211685 2.7032811770741105
8.232799088239645 6.78098569729486 5.164816181980365 3.864423467204491 2.9148781490822957
9.570637344845684 7.678823962300148 5.77332884952816 4.278756373847849 3.1962193072239202
11.429344249086768 8.932436513840345 6.626589107544136 4.861086671862595 3.592451452106059
14.249659063126483 10.845731756231112 7.933558371079899 5.754733337483884 4.201613545185058
19.23682965186045 14.247827775761701 10.26407645345209 7.350343269934449 5.290890309687489
31.580670867239746 22.70881044069402 16.069605298010096 11.327250442354018 8.008467487433311
